binary_score (1:good   0: bad),news_title,news_writer,news_written_date,news_text,news_url
0,"537 new virus cases in Tokyo, topping 500 for 3rd day in a row",['THE ASAHI SHIMBUN'],"April 9, 2021 at 18:05 JST"," Tokyo confirmed 537 new COVID-19 cases on April 9, the third consecutive day the daily figure has exceeded 500, metropolitan government officials said. The count was up 97 from the 440 cases reported on the previous Friday and pushed the daily average for the week in the capital to 440.9, or 115.6 percent of the figure for the preceding week. The metropolitan government has set a goal of reducing the weekly average to 70 percent of the previous week. Of the 537 cases, 173 patients were in their 20s, followed by 95 in their 30s, 94 in their 40s, 76 in their 50s and 35 from ages 10 to 19. There were 39 patients aged 65 or older. The number of serious cases in Tokyo requiring ventilators or extracorporeal membrane oxygenation, also known as an ECMO lung bypass machine, increased by two from the previous day to 43 on April 9, the officials said.",https://www.asahi.com//ajw/articles/14327896
1,Officials hope travel subsidies help tourism amid virus surge,['By SHO HATSUMI/ Staff Writer'],"April 9, 2021 at 17:30 JST"," Although a new government travel subsidy program is seeking to boost local tourism, standards remain ambiguous as to when entities should halt their campaigns if coronavirus cases surge in their areas. Twenty-one prefectures, including Akita and Oita, have launched their own discount programs so far, according to the Japan Tourism Agency. However, if a local government does not immediately halt a discount tourism campaign in case the number of infections rapidly increases, the risk of spreading the virus will become high. A JTA official said, “It is up to each local government” to apply for the financial assistance. The official added that the central government will support local entities if they qualify for the subsidy and have implemented proper anti-virus measures. The JTA plan, announced on March 26, offers support to local government’s efforts to boost their respective tourism industries, hit hard during the pandemic. Under the program, the central government will allocate 300 billion yen ($2.7 billion) to help prefectural plans to encourage residents to travel more and subsidize each trip up to 7,000 yen per person per night. Welcoming the news, Akita prefectural government on April 3 launched a campaign that covers half the lodging expenses and tour package--up to 5,000 yen per person--for prefectural residents traveling within the prefecture. The campaign will continue until the end of May. An Akita official said the prefectural government has arranged the campaign period and the discount rate according to the central government’s subsidy plan to “qualify for the financial assistance with absolute certainty.” The campaign is expected to cost 3 billion yen, but the prefectural government anticipates it will be fully covered by the central government. The JTA has twice hosted a meeting to explain the subsidy system. Officials from all 47 prefectures were in attendance. But as of the morning of April 8, no local government had filed a formal application to receive the funds because the process takes time. One condition to receive the subsidy is that the COVID-19 situation has to remain at a “Stage 2” level or lower in the index set by the central government’s panel of experts to deal with the pandemic. But each local government must make its own judgment about whether it is remaining at that level. An Akita prefectural official said, “We will make a decision on a case-by-case basis.” Tourism minister Kazuyoshi Akaba said, “It is wrong to think of the (subsidy program) as a way to spur people to travel right now.” For now, Akita prefectural officials are proceeding with the local travel campaign program. Later this month, the prefectural government will hand out discount coupons that can be used at souvenir stores and other businesses, using the subsidy system. The prefectural government has also extended the expiration date for use of its own plan to boost tourism, launched in 2020, by offering the purchaser of a hotel coupon a half-price discount until the end of June. Using the coupon with the central government’s subsidy discount program, the discount can be as much as 80 percent, the prefectural government said. The Oita prefectural government has also expanded the budget for travel discounts for residents who travel within the prefecture. The government launched the program on March 20. Initially, the project cost was 200 million yen. But anticipating receiving the subsidy from the central government, the prefectural government has increased the expected expenditure to 3.7 billion yen. An Oita official said the prefecture “relies on the tourism industry” and the local government has calculated the cost based on the subsidy from the central government. In addition to the existing campaign, the prefectural government will start issuing a 2,000-yen coupon per person from May.",https://www.asahi.com//ajw/articles/14327731
0,COVID-19 cases (April 8),['THE ASAHI SHIMBUN'],"April 9, 2021 at 11:30 JST",,https://www.asahi.com//ajw/articles/14327742
0,Osaka Prefecture reports new daily high of 905 COVID-19 cases,[],"April 8, 2021 at 18:07 JST"," OSAKA--Osaka Prefecture logged a record 905 COVID-19 new cases on April 8, marking a new daily high for the third day in a row, prefectural officials said. The count brought the accumulated total of coronavirus cases in the prefecture to 57,597. Officials also said there were three new deaths, raising the overall deaths from the coronavirus in the prefecture to 1,202. The prefecture reported daily record highs of 719 new cases on April 6 and 878 on April 7. The record numbers in recent days have exceeded the daily count for Tokyo, which had 545 on April 8.",https://www.asahi.com//ajw/articles/14327228
1,"Koike requests pre-emergency measures, urges restraint on trips",['THE ASAHI SHIMBUN'],"April 8, 2021 at 16:57 JST"," Tokyo Governor Yuriko Koike has asked the central government to apply pre-emergency measures in the capital to stop a further spread of novel coronavirus infections. Koike told an April 8 meeting of an experts’ panel set up by the metropolitan government that she would make the request to the central government. She also asked the public to “refrain from outings that involve crossing a prefectural border” as well as to avoid trips to other major urban areas where infections are spreading. The pre-emergency measures, which will give Koike more authority to ask businesses to close early and to take other precautions, will likely be implemented for the 23 Tokyo wards as well as part of the Tama region in western Tokyo. The state of emergency for Tokyo and three neighboring prefectures was lifted on March 22, but the Tokyo metropolitan government has continued asking bars and restaurants to close at 9 p.m. until April 21. The number of COVID-19 cases in Tokyo exceeded 500 on April 7 for the first time in about two months. Osaka Prefecture the same day also confirmed a record 878 new cases. High-ranking Tokyo metropolitan government officials felt a need to ask for designation for the pre-emergency measures to be able to ask Tokyo residents to refrain as much as possible from making unnecessary trips to the Kansai region. Many of the new cases in Osaka are believed related to mutant strains of the novel coronavirus. And a large number of business trips are taking place between the greater Tokyo metropolitan area and the Kansai region centered on Osaka.",https://www.asahi.com//ajw/articles/14327146
0,Coronavirus variant cases grew 14-fold in a single month,['THE ASAHI SHIMBUN'],"April 8, 2021 at 16:39 JST"," Mutant strains of the novel coronavirus are spreading so rapidly that experts are calling for immediate measures to discourage people in hotspot areas from going on unnecessary outings. Between the end of February and the end of March, cases of coronavirus variants increased by about 14-fold across Japan, new data shows. There were only 56 cases of variant infections reported in the last week of February, but the figure grew at a rapid clip until it reached 767 by the week of March 22 to 28. While the problem is especially prominent now in prefectures in western Japan, experts warn the Tokyo area could see a major increase in variant cases over the next month. The variant first discovered in Britain in December is believed to be the main one spreading like wildfire in Osaka and Hyogo. Evidence points to the strain not only being more infectious, but also posing a higher risk of patients developing serious symptoms and dying. The average number of people a single COVID-19 patient will infect, known as the effective reproduction number, is much higher for the variant strain. The average figure for the period between Feb. 1 and March 22 was 1.32-fold higher for the variant strain compared to the original virus. Testing found variants made up 75 percent of the cases in Hyogo Prefecture and 54 percent of the cases for Osaka Prefecture. The corresponding figure was much lower for Tokyo, at just 3 percent. But experts warn if variant cases increase at the current rate, they could make up about 70 percent of new infections by May 1. Authorities have implemented special precautionary measures to rein in the spread of infections in five cities in Hyogo and Osaka prefectures despite a state of emergency not being in effect. But at an April 7 meeting of a panel of experts reporting to the health ministry, members pointed to the rapid surge in infections in municipalities outside of Osaka city, as well as in the neighboring prefectures of Kyoto, Nara and Wakayama, as cause for alarm. Experts said authorities should be urging residents to refrain from making unnecessary outings and traveling outside their prefectures. They expressed uncertainty and raised criticisms over the effectiveness of the pre-emergency measures put in place in Osaka and Hyogo, which have so far mainly focused on shortening the business hours of bars and restaurants. One panel member said during the meeting that Osaka was too slow in implementing new measures. “If I lived in Osaka, I would not leave my home,” another member said. “This is not a situation of allowing wining and dining while wearing face masks. I believe there should be a call for residents to stay home.” Under current guidelines, people who become infected with the variant strain and are treated at hospitals can only leave after two negative polymerase chain reaction tests. But some experts at the April 7 meeting called for doing away with that requirement to free up more hospital beds. They called for other standards to be used to allow patients to leave the hospital. The variant is meanwhile infecting children under 10 at a higher proportion than the original virus, data shows. As of April 6, 15 percent of those infected by the variant strain were in their 40s, while 10 percent were under 10. Children under 10 only made up about 3 percent of the cases of the original virus. Experts still do not know why the variant strain is infecting more children. (This article was compiled from reports by Jun Tabushi and Akiyoshi Abe.)",https://www.asahi.com//ajw/articles/14327089
0,New infections in Tokyo top 500 for second consecutive day,['THE ASAHI SHIMBUN'],"April 8, 2021 at 16:25 JST"," Tokyo confirmed 545 new COVID-19 cases on April 8, the second straight day the daily figure has exceeded 500, metropolitan government officials said. The count was up by 70 from the 475 cases reported on the previous Thursday and pushed the daily average for the week in the capital to 427.0, or 114.7 percent of the figure for the preceding week. The metropolitan government has set a goal of reducing the weekly average to 70 percent of the previous week. Of the 545 cases, 173 patients were in their 20s, followed by 103 in their 30s, 86 in their 40s, and 66 in their 50s. There were 60 patients aged 65 or older. The number of serious cases in Tokyo requiring ventilators or extracorporeal membrane oxygenation, also known as an ECMO lung bypass machine, remained unchanged from the previous day at 41 on April 8, the officials said.",https://www.asahi.com//ajw/articles/14327147
0,COVID-19 cases (April 7),['THE ASAHI SHIMBUN'],"April 8, 2021 at 11:30 JST",,https://www.asahi.com//ajw/articles/14311397
0,"Stuck at home, elderly people’s cognitive functions decline",['By TOKIKO TSUJI/ Senior Staff Writer'],"April 8, 2021 at 07:00 JST"," The cognitive functions of roughly 27 percent of elderly people in November were down from levels before the COVID-19 pandemic, a likely result of inactivity and being stuck at home, a research team found. The figure was 2.1 times the 13 percent recorded in the previous survey conducted in May last year. The team, led by Shinya Kuno, a professor of health policy at the University of Tsukuba, studied the impact on senior citizens from staying at home during the pandemic. The researchers mailed questionnaires to around 4,700 people aged 60 or older who live in five cities and towns in Hokkaido as well as in Saitama, Kyoto and other prefectures. They were asked to choose from multiple responses to each question. The queries included how frequently they went on outings or exercised, as well as the extent of their memory loss as of November, compared with the period up until January 2020, before the novel coronavirus began spreading in Japan. An analysis of their responses found that about 1,300 respondents, or about 27 percent, had a decline in their cognitive functions, such as comprehension and judgment, from pre-pandemic levels. Kuno pointed out that most elderly people have yet to become as active as they were before the pandemic, even after the nation’s first COVID-19 state of emergency was lifted in spring last year. He believes that a lack of exercise and fewer conversations with others reduced the stimulation for senior citizens’ brains, taking a toll on their mental and physical well-being. Kuno said a more concerning matter is the impact of the third wave of infections that hit the country from autumn through winter. “I’m worried that more elderly people may be deemed in need of nursing care from this spring,” Kuno said. “We need to find a way to continue offering them opportunities to engage in community activities while taking precautions against infections.”",https://www.asahi.com//ajw/articles/14314673
1,Osaka to cancel Olympic torch relay throughout the prefecture,['THE ASAHI SHIMBUN'],"April 7, 2021 at 18:45 JST"," OSAKA--Osaka Governor Hirofumi Yoshimura announced on April 7 that the upcoming Olympic torch relay will be canceled in the prefecture because of the spike in novel coronavirus infections. Yoshimura made the announcement at a news conference after issuing a second ""red alert"" for the prefecture, which is now under a state of medical emergency. “We have decided to cancel the Olympic torch relay in Osaka Prefecture,” he said. The final decision will be made by the Tokyo Games’ organizer, he said. Yoshimura said he is considering as an alternative letting torch bearers run in the closed Expo ’70 Commemorative Park in Suita in the prefecture. The relay is scheduled to pass through 18 cities and towns in the prefecture on April 13 and 14. As the central government issued pre-emergency measures in the prefecture, the prefectural committee for the relay, headed by Yoshimura, had already decided to cancel the relay portion that runs through the city of Osaka, where residents have been urged to stay home. With infections still rapidly spreading, the prefectural government on April 7 issued the red alert. Officials decided to ask residents in the entire prefecture to refrain from going out for nonessential purposes.",https://www.asahi.com//ajw/articles/14326613
1,"Alarmed by record infections, Osaka issues ‘red alert’ again",['By SHOHEI SASAGAWA/ Staff Writer'],"April 7, 2021 at 18:00 JST"," OSAKA--Worried Osaka prefectural officials issued a “red alert” on April 7, declaring the prefecture is under a state of medical emergency with new COVID-19 cases skyrocketing. ""The infections have continued to explode at a faster rate than before,"" Osaka Governor Hirofumi Yoshimura said at a meeting of the prefectural headquarters to deal with the novel coronavirus pandemic. ""Our health care system is in a dire situation, and we need to issue a state of medical emergency."" It was the second time for the prefecture to issue a red alert, based on its own standards called the “Osaka model.” The last time the alert was issued was in December 2020. But apparently, the new warning came too late to raise awareness as officials confirmed the daily count of new infections on April 7 at 878, the highest ever. Yoshimura said the main reason for the rapid infection spread is the highly contagious U.K. coronavirus variant. The U.K. variant ""spreads much faster and patients are more likely to develop severe symptoms much faster,"" he said. One of the guidelines that the prefectural government has set to issue a red alert is the occupancy rate of hospital beds for patients with severe symptoms reaching 70 percent or more. On April 6, the prefectural government confirmed a record 719 new infections, the first time the daily count exceeded 700. There were 149 patients currently hospitalized with severe symptoms. The occupancy rate of the 224 hospital beds that the prefectural government has secured was 66.5 percent. Hospital beds have been filling at a pace far exceeding December 2020, which prompted the first red alert. “If the trend continues, hospitals will likely be overwhelmed,” Osaka Governor Hirofumi Yoshimura told reporters on April 6. By issuing a state of medical emergency, the prefectural government will once again urge residents to refrain from going out or traveling for non-essential purposes. Restaurants and bars in the city of Osaka will be asked to follow the government’s request to close by 8 p.m. In the meantime, the prefectural government will hurriedly secure more hospital beds and health care workers. The prefectural government on April 5 asked hospitals of a certain size that have beds for patients with mild and moderate symptoms to continue to treat two or more patients even if their condition becomes more severe. The request arose out of concern that hospital units with beds for patients with severe symptoms may be unable to take in new patients.",https://www.asahi.com//ajw/articles/14326458
1,Koike may seek pre-emergency measures to halt spread of virus,['THE ASAHI SHIMBUN'],"April 7, 2021 at 17:55 JST"," Tokyo Governor Yuriko Koike said April 7 she was considering seeking pre-emergency measures from the central government to stem the surge in novel coronavirus infections in the capital. She added that she would make a final decision after consulting with the Tokyo metropolitan government’s panel of experts in a meeting scheduled for April 8. Koike met with reporters on April 7 and indicated she was preparing to ask the central government for the pre-emergency measures, given that there were 555 new COVID-19 cases that day, the first time the daily figure has exceeded 500 in about two months. The state of emergency for Tokyo and three neighboring prefectures was lifted on March 22, but the Tokyo metropolitan government has continued asking bars and restaurants to close at 9 p.m. until April 21. The pre-emergency measures give prefectural governments more authority to ask or even order businesses to curtail their operating hours. Such measures have been in place since April 5 for Osaka city, Sendai in Miyagi Prefecture and four cities in Hyogo Prefecure—Kobe, Nishinomiya, Amagasaki and Ashiya. Those measures are to last at least until May 5.",https://www.asahi.com//ajw/articles/14326577
0,New COVID-19 cases in Osaka climb to record 878 on April 7,['THE ASAHI SHIMBUN'],"April 7, 2021 at 17:40 JST"," OSAKA--New COVID-19 cases continued surging in Osaka Prefecture as prefectural government officials said a record 878 cases were confirmed on April 7, the first time the count has exceeded 800. The high numbers in recent days in Osaka have exceeded the figures for Tokyo and have raised concerns about the strain on medical facilities. Osaka Prefecture marked a record 719 new COVID-19 cases on April 6, but that number was surpassed by 159 the next day. Appearing on a TV program on April 7, Osaka Governor Hirofumi Yoshimura said there were 158 hospitalized patients with serious symptoms. The ratio of hospital beds the Osaka prefectural government has secured for COVID-19 patients and is now being used is 70.5 percent, Yoshimura added. Osaka was one of the prefectures included in the state of emergency declared by the central government in January, but it was lifted on March 1 as well as for five other prefectures, including neighboring Kyoto and Hyogo. The number of new COVID-19 cases has been on the rise since late March. The figure exceeded 600 for three consecutive days from April 1. Prefectural government officials are saying that Osaka has entered a fourth wave of infections and believe the recent increase is due to drinking parties related to personnel transfers at companies and by students relaxing during their spring vacation breaks. The more infectious variant strain of the coronavirus is also believed to be a factor behind the surge in new cases.",https://www.asahi.com//ajw/articles/14326456
0,"Tokyo logs 555 COVID-19 cases, first time over 500 in 2 months",['THE ASAHI SHIMBUN'],"April 7, 2021 at 17:30 JST"," Tokyo confirmed 555 new novel coronavirus infections on April 7, the first time the daily count topped 500 since Feb. 6. The tally was 141 more than that of the previous Wednesday, when 414 new infections were confirmed in the capital. The seven-day case average per day over the week through April 7 for Tokyo stood at 417, an increase of 15.6 percent over the previous week, records show. Of the newly confirmed infections, 178 patients were in their 20s, followed by 97 in their 30s and 84 in their 40s. Sixty-three patients were aged 65 or older. The number of serious COVID-19 cases requiring ventilators or an extracorporeal membrane oxygenation (ECMO) device, which circulates blood through an artificial lung, stood at 41, three fewer than the day before.",https://www.asahi.com//ajw/articles/14326502
0,COVID-19 cases (April 6),['THE ASAHI SHIMBUN'],"April 7, 2021 at 11:30 JST",,https://www.asahi.com//ajw/articles/14326360
0,Osaka Prefecture reports more than 700 new COVID-19 cases,[],"April 6, 2021 at 18:09 JST"," Osaka prefectural government officials said there were 719 COVID-19 cases on April 6, a daily record for the prefecture, marking the eighth consecutive day Osaka had more new cases than Tokyo. Neighboring Hyogo Prefecture the same day reported 276 new cases, the most since the state of emergency for the novel coronavirus pandemic was lifted on March 1. The surge in new infections in Osaka and Hyogo has led to pre-emergency measures being implemented for Osaka city and four cities in Hyogo Prefecture from April 5--Kobe, Amagasaki, Nishinomiya and Ashiya. Meanwhile, Tokyo metropolitan government officials said the capital recorded 399 new COVID-19 cases the same day, 35 more than the previous Tuesday. For the week ending April 6, the daily average of new cases was 396.9, a 9.8-percent increase over the previous week. Among the latest cases, 116 were in their 20s, 96 in their 30s and 60 in their 50s. There were also 37 patients aged 65 or older. Forty-four patients displayed serious symptoms that require ventilators or an extracorporeal membrane oxygenation (ECMO) device, which circulates blood through an artificial lung. The figure represents a decrease of two from the previous day.",https://www.asahi.com//ajw/articles/14325870
0,COVID-19 cases (April 5),['THE ASAHI SHIMBUN'],"April 6, 2021 at 11:30 JST",,https://www.asahi.com//ajw/articles/14325762
1,Pre-emergency measures issued for 6 cities in 3 prefectures,['THE ASAHI SHIMBUN'],"April 5, 2021 at 19:24 JST"," Authorities are implementing pre-emergency measures in six cities in Osaka, Hyogo and Miyagi prefectures to stop the novel coronavirus from resurging. The central government issued stronger preventive measures for the three prefectures, which began on April 5, to allow the governors to request or order businesses to shorten their hours, even without a state of emergency in effect, and punish those disobeying. They will ask restaurants, bars and other establishments close by 8 p.m. for 31 days, until May 5, when the Golden Week holidays end, in six cities: Osaka, Sendai in Miyagi Prefecture and Kobe, Nishinomiya, Amagasaki and Ashiya in Hyogo Prefecture. The governors can impose administrative fines of up to 200,000 yen ($1,800) for ignoring the orders. But they will also hand out cash to businesses that cooperate. Restaurants and bars complying with the requests can get anywhere from 40,000 yen to 200,000 yen per day based on the size of their business and their sales. Osaka Prefecture is asking these businesses to take stricter measures on ensuring diners wear face masks and to install acrylic boards to separate customers to prevent the virus from spreading. The prefectural government will check some 60,000 eating and drinking establishments in Osaka to determine whether they are complying with the requests. Hyogo Prefecture will also check about 16,000 businesses in its four cities to inspect whether they are implementing virus countermeasures. Miyagi Prefecture will ask eating and drinking establishments in Sendai to close shop by 8 p.m. and urge their customers to wear face masks during meals. The prefectural government will implement its own measures in Sendai and elsewhere on top of the new measures. In Sendai, movie theaters, gyms and other facilities will be asked to close by 8 p.m. and restrict how many people are allowed inside. The prefectural government will ask restaurants and bars that provide companionship services or alcohol to close by 9 p.m. in all parts of Miyagi Prefecture. When the measures officially came into effect on the morning of April 5 in Osaka, little seemed to have changed from the week before. Commuters wearing face masks crowded into JR Osaka Station. “The commuter train was packed with many people as usual,” said a 44-year-old woman who works at a company and is a resident of Ibaraki in Osaka Prefecture. “Everybody is wearing masks and staying silent, but I feel some anxiety.” During the state of emergency, she worked from home, but she needs to return to the office now, while the pre-emergency measures are in place. “Honestly, I want to work remotely, but I cannot help going to the office,” she said. At the biggest entertainment and shopping district in the Tohoku region, in Sendai’s Aoba Ward, many local “izakaya” pubs and the beef tongue barbeque restaurants that the city is famous for posted notices on their entrances that said “temporarily closed” or “shortened business hours.” Kotomi Numakura, an 18-year-old company employee from Tomiya, Miyagi Prefecture, was at JR Sendai Station heading off to a new workplace for training sessions. “I think (the pre-emergency measures) were placed so late. If it had been done a little earlier, the infections would not have spread in such a wide and fast manner,” Numakura said. “The government should make stricter rules rather than repeating the requests for cutting business hours.”",https://www.asahi.com//ajw/articles/14325283
0,Osaka Prefecture logs 341 new coronavirus cases and 1 death,['THE ASAHI SHIMBUN'],"April 5, 2021 at 18:59 JST"," OSAKA--Osaka Prefecture reported 341 new cases of COVID-19 and one death from the novel coronavirus on April 5, health officials said. The daily count brought the accumulated total cases to 55,096 and overall deaths to 1,195 in the prefecture.",https://www.asahi.com//ajw/articles/14325339
0,"Tokyo reports 249 COVID-19 cases, higher than a week ago",['THE ASAHI SHIMBUN'],"April 5, 2021 at 18:57 JST"," Tokyo confirmed 249 new novel coronavirus infections on April 5, 15 more than the previous Monday, according to metropolitan health officials. The number of cases reported on Mondays tend to be lower than other days of the week because they reflect infections confirmed about three days earlier, close to the weekend, when fewer tests are given. The seven-day case average per day over the week through April 5 for the capital stood at 391.9, an increase of 9.6 percent over the previous week, records show. Of the newly confirmed infections, 79 patients were in their 20s, followed by 51 in their 30s and 31 in their 40s. Twenty-five patients were aged 65 or older. The number of serious COVID-19 cases requiring ventilators or an extracorporeal membrane oxygenation (ECMO) device, which circulates blood through an artificial lung, stood at 46, one fewer than the day before.",https://www.asahi.com//ajw/articles/14325285
0,Ministry: 80% of COVID-19 deaths in Japan came after November,['THE ASAHI SHIMBUN'],"April 5, 2021 at 17:56 JST"," Eighty percent of all COVID-19 deaths in Japan occurred in the third wave of infections starting in November, government data showed, and health experts warn a potentially deadlier fourth wave is near. By the end of March, the country’s fatalities from the novel coronavirus totaled 9,173, excluding deaths of people who were confirmed infected on the Diamond Princess cruise ship and at quarantine at airports and ports, according to health ministry data. Of the total, 7,404 have died since November. Three-fourths of those fatalities were reported in eight prefectures--Tokyo, Hokkaido, Saitama, Chiba, Kanagawa, Aichi, Osaka and Hyogo--where the virus spread rapidly. The steep surge in deaths was caused largely by cluster infections at places with people more at risk of developing severe symptoms. Such outbreaks jumped fivefold at nursing homes and tripled at hospitals during the months since November compared with the numbers through the second wave of infections to October, the data showed. In large cities, more than half of the COVID-19 patients who died contracted the virus through cluster infections at those facilities, according to the data. In what has become a familiar refrain, Shigeru Omi, who heads a government expert panel responding to the pandemic, said Japan is at a “critical point” in stemming a rebound of infections. Some experts fear that Japan is now entering a fourth wave of infections involving more contagious and deadly variants. Such strains are sweeping across Osaka, Hyogo and nearby prefectures, threatening to proliferate all over the country. The worrying trend comes at a time when residents in the Tokyo metropolitan area and other urban centers have become more complacent about following safety protocols after two and a half months of restricted mobility and reduced outings under a state of emergency. In addition, Japan is woefully lagging behind other Group of 20 advanced and emerging economies in terms of vaccinating its population, according to one estimate. Japan started its vaccine program with health care workers in February and plans to begin inoculating elderly people this month. But the supplies of vaccines are limited, and nobody knows when the government can complete the vaccination of all eligible people. Data from the Ministry of Health, Labor and Welfare showed that patients aged 60 or older accounted for 96 percent of the deaths in the third wave. People 80 or older were particularly hard hit, representing 67 percent of those deaths. The ministry data showed that by the end of March, there were 1,176 cases in which two or more people tested positive for the virus at the same nursing care facility. The comparable number for hospitals was 992. There were 1,064 cases of such infections at restaurants by the end of March, twice the number of the accumulated total through October. In Tokyo, about 1,100 deaths were reported between January and March. Nearly 60 percent occurred at nursing care facilities and hospitals and about 10 percent at home. Health officials are investigating the locations of the remaining 30 percent. A similar trend was seen in Osaka Prefecture. Fifty-four percent of the deaths that occurred at nursing and medical facilities between Oct. 10 and March 25 resulted from cluster infections there. A key reason behind the soaring number of the new cases in the third wave is the government’s failure to carry out widespread diagnostic testing of people who are most vulnerable. In August, the government said it will “take full precautions against the virus to protect the elderly and people with underlying conditions.” But widespread tests aimed at detecting infections at an early stage were not conducted at those facilities. Authorities also dragged their feet in taking measures to slow community spreads, a step needed to prevent the virus from reaching nursing homes and hospitals. The government’s expert panel called for decisive anti-virus measures on Nov. 20, including a review of the government’s program to bolster the hard-hit tourism industry by offering discount travel coupons. But the government’s response was more focused on asking bars and restaurants to operate for shorter hours. Tokyo allowed its eating and drinking establishments to remain open for longer hours than those in Osaka Prefecture. With new cases continuing to climb, the travel discount program was suspended nationwide only on Dec. 28. The number of deaths shot up during yearend and New Year holidays. Overloaded with COVID-19 cases, many medical facilities could not accept new patients for hospital treatment. Based on the lessons learned from the third wave, the government plans to ramp up COVID-19 testing and enhance the capacity of hospitals to prepare for the fourth wave of infections. But it will not be easy to contain the disease because people will likely contract the virus through various transmission routes, given the extent of the community spread, and the COVID-19 variants are fast replacing the initial coronavirus strain. “A more chaotic situation will be likely in the fourth wave if the variants make up a majority of new infections,” said Mitsuyoshi Urashima, professor of molecular epidemiology at the Jikei University School of Medicine. “Inoculating the population is the only way to bring the pandemic under control.” Vaccinating elderly people begins on April 12. (This article was written by Kenta Noguchi, Hiroshi Ishizuka and Akiyoshi Abe.)",https://www.asahi.com//ajw/articles/14325253
0,COVID-19 cases (April 4),['THE ASAHI SHIMBUN'],"April 5, 2021 at 11:45 JST",,https://www.asahi.com//ajw/articles/14325170
0,"Osaka Prefecture logs 594 new virus cases, 3 deaths",['THE ASAHI SHIMBUN'],"April 4, 2021 at 18:45 JST"," OSAKA--Osaka Prefecture reported three deaths from COVID-19 on April 4 as it announced the latest tally for infections had reached 594, the fifth straight day for the daily count to top 500. The count is up by 271 from the previous Sunday, health officials said. Prefectural officials said the latest fatalities brought the prefecture’s overall death toll from COVID-19 to 1,194. The accumulated total of cases of novel coronavirus infection in the prefecture through April 4 stood at 54,756.",https://www.asahi.com//ajw/articles/14324804
0,COVID-19 cases still rising in Tokyo; latest tally at 355,['THE ASAHI SHIMBUN'],"April 4, 2021 at 18:00 JST"," A gradual uptick in novel coronavirus infections in Tokyo continued April 4 with 355 new patients confirmed, according to metropolitan health officials. The seven-day case average per day over the week through April 4 stood at 389.7, an increase of 11 percent over the previous week, records show. Of the newly confirmed infections, 102 patients were in their 20s, followed by 76 in their 30s and 53 in their 50s. Twenty-nine patients were aged 65 or older. The number of serious COVID-19 cases requiring ventilators or an extracorporeal membrane oxygenation (ECMO) device, which circulates blood through an artificial lung, stood at 47, one less than the day before.",https://www.asahi.com//ajw/articles/14324779
0,COVID-19 cases (April 3),['THE ASAHI SHIMBUN'],"April 4, 2021 at 11:30 JST",,https://www.asahi.com//ajw/articles/14324724
0,Smaller regional cities seeing a rebound in COVID-19 cases,['THE ASAHI SHIMBUN'],"April 3, 2021 at 18:58 JST"," Small regional cities across Japan are confronting a rebound in daily COVID-19 cases just like Tokyo, Osaka and other major urban centers where a state of emergency was recently in effect. The cities in question also must grapple with their limited capacity to provide hospital beds for patients as well as treatment. As a result, some municipalities have issued emergency measures of their own to stem a further rise in novel coronavirus infections. A number of bars and restaurants in the entertainment district of Nagano city, northwest of Tokyo, began posting signs around noon on April 2 to say their establishments would be closing temporarily. Nagano city authorities had asked the 1,300 establishments that serve alcohol to either shorten their business hours or close temporarily. Nagano Governor Shuichi Abe noted during a March 31 news conference that infections were spreading in bars and restaurants. The decision to request those businesses to cooperate by shortening their operating hours or closing temporarily was a difficult one, he said. During the one-week period until March 30, there were 118 new COVID-19 cases in Nagano city, a roughly 1.6-fold increase over the previous week, prefectural government officials said. The hospital bed usage ratio for northern Nagano Prefecture, which includes Nagano city, had reached about 70 percent. Similar trends are unfolding in other regions. In Ehime Prefecture on the island of Shikoku, the number of COVID-19 patients in hospitals or resting at home or other types of accommodation totaled 342 as of April 2. Alarmingly, the figure was very close to the 345 benchmark the government panel of experts had set to designate a region as being in the most serious stage 4 where new cases are increasing in an “explosive manner.” Ehime Governor Tokihiro Nakamura said his prefecture was now experiencing a “fourth wave” in new infections. On April 1, he asked about 1,700 businesses in the prefecture to reduce their  business hours. The prefectural capital of Matsuyama reported that bars and restaurants were involved in infection clusters of a variant strain of the coronavirus. Infection spread mainly among those in their 20s and 30s, and by April 1 a total of 197 people had been identified as having been infected in those clusters. Nakamura said the variant strain was spreading very quickly and that infections had spread to other age groups in municipalities outside of Matsuyama. In Takamatsu, the capital of Shikoku's Kagawa Prefecture, 10 members and staff of a pro basketball team were confirmed to be infected. The team played a game in March in Saga Prefecture in Kyushu against a team where an infection cluster had occurred. College students who moved from Osaka and Ehime to Takamatsu in line with the start of the new school year from April 1 were also confirmed infected. Kagawa Governor Keizo Hamada indicated he would ask bars and restaurants to shorten their business hours in the week ahead. “We are seeing the effects of an increase in infections in the urban centers,” Hamada said at an April 2 news conference. “Even if we make efforts (within the prefecture) to prevent a further spread, it will be difficult to shut off those effects unless there is a ban in travel across prefectural borders.” (This article was written by Takashi Takizawa, Kuniaki Ito and Urara Yukawa.)",https://www.asahi.com//ajw/articles/14324384
