news_title,news_writer,news_written_date,news_text,news_url
"Tokyo reports 6 COVID-19 deaths, 304 infection cases",['THE ASAHI SHIMBUN'],"June 13, 2021 at 18:30 JST"," Tokyo reported six more deaths from COVID-19 on June 13 and 304 fresh cases of novel coronavirus infection, 47 fewer than a week ago. The seven-day infection average over the week through June 13 came to 384.1, accounting for 90.1 percent of the figure for the preceding week, metropolitan health officials said. The daily average of PCR tests over the three days through June 11 was 6,649.3. Of the 304 new infections, 99 were patients in their 20s, followed by 63 in their 30s, 43 in their 40s and 28 in their 50s. Twenty-three patients were aged 65 or older. Serious cases requiring ventilators or an extracorporeal membrane oxygenation, an ECMO lung bypass machine, stood at 47, up one from the day before.",https://www.asahi.com//ajw/articles/14372075
COVID-19 cases (June 12),['THE ASAHI SHIMBUN'],"June 13, 2021 at 11:30 JST",,https://www.asahi.com//ajw/articles/14365353
Tokyo reports 8 COVID-19 deaths; infection rate up slightly,['THE ASAHI SHIMBUN'],"June 12, 2021 at 18:28 JST"," Tokyo reported eight new deaths from COVID-19 on June 12 and 467 fresh cases of novel coronavirus infection, an increase of 31 from the previous Saturday. The daily average of new infection cases for the week until June 12 came to 390.9, or 88.8 percent of the figure for the previous week, metropolitan government officials said. The three-day average of those taking government administered tests for COVID-19 came to 6,649.3 as of June 11. Among the latest cases, 160 patients were in their 20s, 87 in their 30s, 68 in their 40s and 50 in their 50s. Thirty-two patients were aged 65 or older. The metropolitan government also said 46 COVID-19 patients had serious symptoms requiring a ventilator or other equipment. The figure was a decrease of five from the previous day.",https://www.asahi.com//ajw/articles/14371648
COVID-19 cases (June 11),['THE ASAHI SHIMBUN'],"June 12, 2021 at 11:30 JST",,https://www.asahi.com//ajw/articles/14371532
"Tokyo confirms eight COVID-19 deaths, 435 new infections",['THE ASAHI SHIMBUN'],"June 11, 2021 at 19:10 JST"," Eight more people died from COVID-19 in Tokyo while the daily number of newly confirmed infections continued its downward trend, metropolitan government officials said on June 11. The latest daily number of new COVID-19 cases was 435, down by 37 from a week ago. The daily average for the week through June 11 in the capital was 386.4 cases, or 84.9 percent of the figure for the preceding week, according to the officials. The daily average number of tests for the novel coronavirus over the three days through June 10 stood at 7,609.3. Of the 435 cases reported on June 11, 167 patients were in their 20s and 79 in their 30s. Seventy-one patients were in their 40s and 39 in their 50s. There were 29 patients aged 65 or older. The number of COVID-19 patients in serious condition requiring ventilators or extracorporeal membrane oxygenation, also known as an ECMO lung bypass machine, was 51, down by four from the previous day, the officials said.",https://www.asahi.com//ajw/articles/14370994
Sources: No plan yet to inoculate 70% of volunteers for Olympics,['THE ASAHI SHIMBUN'],"June 11, 2021 at 19:05 JST"," The Tokyo Olympic and Paralympic organizing committee has yet to decide on a plan to vaccinate some 70 percent of the 70,000 volunteers for the Games against the novel coronavirus, according to sources. Tamayo Marukawa, minister in charge of the Tokyo Olympic and Paralympic Games, previously announced that the organizers are considering inoculating all the volunteers. But Toshiro Muto, the CEO of the organizing committee, admitted on June 10, “It will probably be difficult to (vaccinate) them all.” The organizing committee plans to use vaccine doses provided for free by the International Olympic Committee to inoculate about 9,000 volunteers who will likely come into contact with athletes, according to government sources. The organizing committee also expects that some 7,500 volunteers who are health care workers or senior citizens will receive shots in the government’s vaccination program and that about 4,600 will likely be inoculated at their workplaces, the sources said. But the organizing committee has yet to find a way to vaccinate the remaining 50,000 or so volunteers, according to the sources.",https://www.asahi.com//ajw/articles/14370996
"Quasi-emergency to end in Gunma, Ishikawa and Kumamoto",['THE ASAHI SHIMBUN'],"June 11, 2021 at 17:30 JST"," Quasi-emergency measures will be lifted for Gunma, Ishikawa and Kumamoto prefectures after June 13 although authorities will ask restaurants and bars in some areas to continue to close earlier. The government’s task force team on June 10 approved the lifting of the pre-emergency measures for the three prefectures as COVID-19 cases continue falling there. The three prefectures will not ask eating and drinking establishments to refrain from serving alcohol, but will continue to request those in many areas to reduce their operating hours. At a task force meeting on June 10, Gunma prefectural officials decided to maintain the highest level of the local alert system from June 14 to 20. It will also continue to ask all restaurants and bars in the prefecture to close by 8 p.m. Under the quasi-emergency measures, eating and drinking establishments in 10 municipalities, including Maebashi and Takasaki cities, have been asked not to serve alcohol the entire day. From June 14, they will be able to offer alcoholic beverages until 7 p.m. “We would like to prevent a rebound in cases,” Gunma Governor Ichita Yamamoto said at a news conference on June 10. “We would like to restart economic activities cautiously and gradually.” At a meeting on June 9, Ishikawa Governor Masanori Tanimoto told people associated with a shopping street in Kanazawa city that he knows the quasi-emergency measures have been difficult for businesses. “I think that they have been extremely tough, but the infection situation is improving,” Tanimoto said. The governor has been asking restaurants and bars in the prefecture to close by 9 p.m., and requesting those in Kanazawa city to close by 8 p.m. and to stop serving alcohol as the prefecture’s capital has recorded nearly half of the local infection cases. But after the quasi-emergency measures are lifted, the prefectural government will not ask restaurants and bars in Kanazawa city to stop offering alcoholic beverages. It will also not urge these establishments in the prefecture, except in Kanazawa city, to close early. At a news conference on June 10, Kumamoto Governor Ikuo Kabashima announced his plan to ask only eating and drinking establishments that serve alcohol in Kumamoto city to close by 9 p.m. until June 30. Those establishments have been asked to close by 8 p.m. The prefectural government will stop asking restaurants and bars in Kumamoto city to refrain from serving alcohol and cancel the request for those in the prefecture, except Kumamoto city, to close by 9 p.m. after the measures end on June 13. “If anti-coronavirus measures are relaxed and social and economic activities become more active, then infections could spread again,” Kabashima warned. (This article was written by Kaho Matsuda, Shinkai Kawabe and Hideki Ito.)",https://www.asahi.com//ajw/articles/14370744
"Quasi-emergency needed in Osaka after June 20, governor says",['By YUKI KUBOTA/ Staff Writer'],"June 11, 2021 at 14:55 JST"," OSAKA--Osaka Governor Hirofumi Yoshimura believes quasi-emergency measures should remain in place to deal with the novel coronavirus pandemic even after the state of emergency is lifted on the June 20 deadline. In an exclusive interview with The Asahi Shimbun, Yoshimura reflected on the haste at which infection prevention measures were relaxed soon after the second state of emergency and blamed that move for the sudden surge in COVID-19 cases from late March. “Rather than return to a normal situation (after the state of emergency is lifted), I believe quasi-emergency measures should be in place,” Yoshimura said. He said the Osaka prefectural government was considering asking the central government to implement quasi-emergency measures once the state of emergency is lifted. After the second state of emergency was lifted on March 1, the Osaka prefectural government ended its request for bars and restaurants to voluntarily shorten their business hours in areas outside Osaka city. But that move, combined with the approach of spring vacation for students and a period of personnel transfers at companies in late March and early April led to a sharp increase in pedestrian traffic. That, in turn, caused a spike in novel coronavirus infections from late March and from April 13, Osaka Prefecture recorded more than 1,000 new cases daily. That put a tremendous strain on the medical care system and from late April until early May only about 10 percent of those recuperating at home or other accommodations were able to enter hospitals for treatment. The Osaka prefectural government has labeled the period after March 1 the fourth wave of infections. By June 9, Osaka had logged 1,367 deaths from COVID-19, the largest number for a prefecture in Japan. Osaka accounted for about 20 percent of the 5,956 total fatalities during that period. The Osaka prefectural government established its own standards for deciding whether to ask the central government to lift the state of emergency in March. But Yoshimura said partly due to his own insufficient explanation of what those standards meant, “A belief emerged among Osaka residents that they would be able to (move around more freely).” The most dangerous time for a prefecture is when the mood in society is that “everything is all right,"" he added. ""But it is difficult to stop such thinking from emerging.” Based on that experience, Yoshimura said there was a need to have a common understanding among Osaka residents that infection prevention measures would only gradually be relaxed. That meant the quasi-emergency measures were needed, he added. Such measures were implemented in Osaka from April 5 and bars and restaurants in Osaka city were asked to close at 8 p.m. while other establishments in the prefecture were asked to shut down at 9 p.m. After the third state of emergency was implemented from April 25, it took about two weeks for COVID-19 numbers to drop in Osaka. While the numbers have fallen under 200 per day since June 4, Yoshimura raised more concerns about the mutant coronavirus strain first found in India. He said caution had to be exercised from mid- to late-July as students will enter their summer vacation breaks and there would be more movement among families and young people. “If the India strain should spread during that period, we could end up with the same situation (as the fourth wave),” Yoshimura said. “I feel there is the possibility of a fifth wave at that time because vaccines will still not have reached a large portion of the population.”",https://www.asahi.com//ajw/articles/14370719
COVID-19 cases (June 10),['THE ASAHI SHIMBUN'],"June 11, 2021 at 11:30 JST",,https://www.asahi.com//ajw/articles/14370687
"Chiba, Saitama, Skytree drop out of public Olympic viewing events",['THE ASAHI SHIMBUN'],"June 10, 2021 at 18:59 JST"," With the start of the Tokyo Olympics six weeks away, public viewing events are falling by the wayside due to COVID-19 concerns, with gatherings in two neighboring prefectures and at the tallest structure in the capital called off. Chiba Governor Toshihito Kumagai on June 10 briefed reporters on the decision to scrap events in his prefecture. “The purpose of holding the viewing events was to share the inspiration and excitement of the Games and promote the appeal of the prefecture,” he said. “But in the midst of novel coronavirus infections spreading, such a purpose will be unachievable. From the standpoint of controlling the costs, I thought a decision needed to be made quickly.” According to the prefectural government, public viewing events were scheduled for Makuhari Kaihin Park in Chiba’s Mihama Ward on July 31 and Aug. 1 for Olympic events, as well as on Aug. 28 and 29 for Paralympic events. As many as 3,000 people were expected to watch the Games live on a large LCD screen, the city said. On-stage performances by elementary and junior high school children were planned, while neighboring municipalities hoped to hold promotional events for local products. The prefectural government budgeted 90 million yen ($822,000) for staging the events. Kumagai followed Saitama Governor Motohiro Ono, who announced the cancellation of Olympic-related events in his prefecture just days earlier. Ono said at a news conference on June 7 that the public viewing events that the prefectural government had planned were called off. “It is very sad, but I made the decision as the host,” Ono said. Viewing events were scheduled at Sonic City in Saitama’s Omiya Ward from July 31 to Aug. 8, as well as at a public sports complex in the city of Asaka from Aug. 28 to Sept. 5. The prefectural government estimated about 11,000 visitors would be drawn to the two sites. Meanwhile, Tokyo lost another iconic landmark from the venues hosting public viewing events. Tokyo’s Sumida Ward on June 8 announced the cancellation of viewing events scheduled at Tokyo Skytree Town, the tallest structure in Japan, at 634 meters. The ward office said it made the decision to “prioritize the residents’ health and safety.” Shigeru Omi, the head of a government pandemic-response panel, on June 9 said in a Lower House committee meeting that public viewing events should not be held. “There are other ways to cheer on (the athletes),” Omi said, adding that through TV and other means he hopes people find a new way of enjoying the Games together. Facing strong criticism, the Tokyo metropolitan government on June 1 canceled plans to use Yoyogi Park for viewing events during the Olympics, but not for five other locations. (This article was compiled from reports written by Yoshihiro Sakai and Yuki Kawano.)",https://www.asahi.com//ajw/articles/14369939
Municipalities get angry calls for offering jabs to teenagers,['THE ASAHI SHIMBUN'],"June 10, 2021 at 18:51 JST"," INE, Kyoto Prefecture--This small town has been flooded with phone calls from around Japan questioning the decision by officials here to inoculate teenagers against the novel coronavirus. Town officials contacted the police following one phone call that they deemed a death threat. Ine, with a population of about 2,000, began vaccinating students aged 12 to 15 on June 6 after the health ministry added the age group to the list of those eligible for free access to the Pfizer-BioNTech vaccine. But the town’s call center dealing with the vaccination schedule has been inundated with phone calls assailing giving a jab to junior high school and other students since June 7, when the news media reported on the town's program. The call center was forced to shut down 30 minutes after opening at 9 a.m. that day. Town officials said that they received about 110 phone calls, 36 emails and eight faxed texts from across Japan by late at night on June 7. Many of them were inquiring if it was safe to immunize children, officials said. But some equated vaccinating children with murder. An official in charge of the vaccination program blamed the reaction on a lack of understanding about the health ministry's expanded eligibility for receiving jabs. The town initially planned to vaccinate students across the board, but it has now changed its policy to inoculate only students who wished to receive the shots and whose parents gave consent. The shift, following numerous calls and emails raising doubts about immunizing the youth, is intended to make it clear that students are receiving shots out of their own choice. About 50 residents in Ine are aged 12-15. The town began rolling out a vaccine to residents aged 16 through 64 from May 30, after starting with vaccinations of people aged 65 or older. Strong reactions against inoculating young students have taken place in other municipalities as well. Komaki city and Togo town in Aichi Prefecture were met with protests calling for a halt when they announced prioritized vaccination of junior and high school students. Komaki had received 30 calls and 20 emails as of June 9, two days after the city announced the plan to give inoculations to students. Officials said most of those calls and emails came from outside the city, including from Tokyo and Nagano Prefecture. Officials will allow students to get vaccinated only after they and their parents give consent. The Togo town hall had received more than 100 calls in protest by June 9, after officials said June 4 they would send a vaccination coupon to third-year high school students as a priority. The callers either questioned the soundness of inoculating teenagers or criticized vaccinating them as they are less likely to develop serious symptoms if they catch the virus. Okushiri, an island in Hokkaido, is also experiencing a backlash from the public following the town government’s announcement to inoculate high school students who wish to get the shots from as early as late June. Tetsushi Yoshikawa, professor of pediatrics at Fujita Health University in Aichi Prefecture, underscored the significance of inoculating children. “Children aged 12 to 15 also need to be given a jab,” he said. “If they are vaccinated, they could avoid class or school closures.” He also said doctors should fully inform teenagers who are considering getting a shot about the vaccines before allowing them to get one.",https://www.asahi.com//ajw/articles/14369992
School activities? Nope. Olympic event at leprosy center? A-OK,['By MAYUMI UJIOKA/ Senior Staff Writer'],"June 10, 2021 at 18:40 JST"," A city in western Tokyo is giving pandemic-frustrated children a chance to release pent-up enthusiasm and stifled excitement by attending an Olympic torch relay ceremony held at a sanitarium for leprosy patients. Schoolchildren in Higashimurayama city have seen many of their school activities canceled as a precaution against the spread of the novel coronavirus in the capital. But city officials have asked children at elementary and junior high schools to join the ceremony to welcome the Olympic torch’s arrival on the evening of July 13. Bewildered teachers and parents questioned the city’s decision. “Why in the world is there an exception in the case of the Olympics?” one of them asked. City officials have insisted that attendance “is not mandatory.” The torch ceremony will be held at Tama Zenshoen, a national sanitarium for leprosy patients, which has suspended annual visits of school children to avoid the risk of novel coronavirus infections. The event is being hosted by the Tokyo Organizing Committee of the Olympic and Paralympic Games and is scheduled to start at 4:30 p.m. and end at 7:30 p.m. Under the city’s initial plan, 2,000 to 3,000 schoolchildren would attend the Olympic torch ceremony. But the COVID-19 pandemic prompted the city to halve the number of attendees. On May 31, the principals of 22 elementary and junior high schools in the city received a request from the Higashimurayama government to each select two children and their parents or guardians to attend the event. The city explained that the ceremony will provide an opportunity for children “to welcome the torch’s arrival together, deliver smiles and think about the importance of human rights and the realization of an inclusive society.” But many principals were not comfortable with the explanation. A principal of a junior high school said discussions among educators about the invitation were like: “It’s difficult. What should I do? What will you do?” The principal decided to let all of the school’s students know about the invitation because  “some parents and students might be willing to attend because it is a once-in-a-lifetime event.” Noting that the torch ceremony falls under the “after-school activity” category, the principal said, “Attend or not to attend, it is up to the parents to decide.” So far, 18 people at the school said they wanted to attend. The principal said there will be a lottery to select the attendees. Another school, using email, only notified parents of sixth-graders about the city’s invitation. According to a school representative, the email said: “This request came from the city. It is the parents’ choice to attend the event or not. The school has nothing to do with it.” The school recently selected attendees in a drawing. Another principal of an elementary school said the school has declined the invitation. “Initially, we thought we had to select attendees,” the principal said. “But then we heard from the city that it is not mandatory. We saw a risk of infections, as well as a problem in the selection process. After discussing the matter with teachers, we declined.” Parents and teachers have also raised questions about the city’s decision. A 38-year-old woman said her child’s elementary school has canceled or suspended many school activities out of safety concerns. “It doesn ’t make sense that only the torch relay event gets the OK,” she said. She also expressed fears that the virus could spread during the torch welcoming ceremony. “What happens if it becomes an infection cluster? They can’t just say, ‘We don’t know,’ because they are calling for participants through the schools.” Another mother, 34, whose child attends a junior high school in the city, expressed mixed feelings. “My child wants to go, but I don’t know what kind of event it will be. I am worried that the bus going home will be really packed,” she said. Hiromichi Miyazawa, who teaches at a public elementary school in Higashimurayama, said, “The city has yet to tell schools about safety measures, so I cannot assume responsibility as a teacher who has the children’s lives in my hands.” As a school activity, students in the higher grades at Miyazawa’s school visit Tama Zenshoen to learn about human rights issues by listening to people who have recovered from leprosy. But in the past year or so, the sanitarium has had to suspend such visits because of the pandemic. “We have canceled traveling classes, social studies field trips and excursions, keeping children from participating in many activities,” Miyazawa said. “How can we tell them that we’ll make an exception, just this once, for the Olympic torch event?” A city official insisted that COVID-19 preventive measures will be in place at the ceremony, such as asking attendees to wear masks, use hand sanitizers and have their body temperatures checked. “If many parents are worried and nobody wants to attend, then it is not an obligation for schools to select attendees,” the official said.",https://www.asahi.com//ajw/articles/14369897
"Up to 68,000 Olympic fans a day expected at waterfront area",['THE ASAHI SHIMBUN'],"June 10, 2021 at 17:59 JST"," Up to 68,000 spectators a day would crowd Tokyo’s Olympic-themed waterfront area if their numbers are limited to 5,000 for each competition venue during the Summer Games, an Asahi Shimbun study showed. The estimate does not include visitors without tickets who may visit the area, which has been designed to provide an “Olympic experience” for all people. Seven competition venues are located within a 1.5-kilometer radius in the waterfront area of Koto Ward. Olympic organizers and government officials have yet to decide on whether the Summer Games will be staged with spectators during the continuing novel coronavirus pandemic. Overseas spectators have already been barred from attending. Prime Minister Yoshihide Suga wants audiences in the stands at the Games, according to officials with the Tokyo Olympic organizing committee. Health experts, however, said that if fans can attend the events, there should be a cap on their numbers for each venue. Government officials are expected to decide on the spectator issue by June 20, when the COVID-19 state of emergency is scheduled to be lifted for Tokyo and nine prefectures. Under the state of emergency, sports and other events have been held with spectators based on the rule that only 50 percent of the venue can be filled, and the number of people must not exceed 5,000. If a similar rule is used for the Summer Olympics, a maximum total of more than 3 million people are expected to attend the events, excluding the marathons and track and field competitions, according to the Asahi calculations. The crowd estimate was based on the competition schedule and the capacity of each venue published by the Tokyo Olympic organizing committee. Competitions will be held in the capital and nine other prefectures over 19 days. The calculations showed that up to 68,000 spectators will attend competition events at the seven venues in the waterfront area on July 25, the first Sunday after the Opening Ceremony on July 23. Overall, around 700,000 people are projected to show up at the seven venues during the Games through Aug. 8. However, many more are expected to visit the area, which the International Olympic Committee and other organizers named “Tokyo Waterfront City.” It was set up under the concept of fusing a city and sports and to give visitors without tickets an Olympic experience. An Olympic flame cauldron, separate from the one at the National Stadium, the main Olympic venue, will be placed on the Dream Bridge connecting the Ariake and Odaiba districts in the area. The area also features a recreational walking path of about 2 km, a zone for skateboarding and 3x3 basketball, which will make their debuts as Olympic sports in Tokyo, pavilions of official sponsors, and a large shop selling Olympic-related goods. Before the pandemic, the Odaiba Marine Park on the waterfront was visited by fewer than 10,000 people a day in July, according to park managers. Officials at the organizing committee and the Tokyo metropolitan government are working on measures to prevent congestion there during the Olympics. But their policy to open the area to the general public remains in place. Details of the measures are expected to be announced later. Tetsuya Matsumoto, a professor of infectious diseases at the International University of Health and Welfare, stressed the urgency of restricting crowd sizes at places where people will likely gather, saying spectators from all over Japan will come to Tokyo during the Games. “If spectators go straight home after watching the competitions, they will be less likely to impose risks in terms of transmitting the virus,” he said. “But the Olympic Games are, simply put, a ‘festival.’ They will tend to linger in the waterfront area if various events by official sponsors are staged. If other crowds join, the infection risk will heighten.” Shigeru Omi, chairman of the government’s expert panel responding to the pandemic, and his colleagues will soon issue a report on the assessment of the infection risks in Tokyo when the Olympics and Paralympics are held and measures to reduce the risks. (This article was written by Daisuke Maeda and Hiromi Kumai.)",https://www.asahi.com//ajw/articles/14369867
"Vaccination sites in Tokyo, Osaka to end residency rules for seniors",['By NAOKI KIKUCHI/ Staff Writer'],"June 10, 2021 at 17:49 JST"," The government will allow elderly people nationwide to receive shots at C OVID-19 mass vaccination centers run by the Self-Defense Forces in Tokyo and Osaka, scrapping the rule that one must live in those or nearby areas. The Tokyo venue is currently restricted to residents aged 65 or older from the capital and Saitama, Chiba and Kanagawa prefectures and the Osaka venue is restricted to residents from Osaka, Kyoto and Hyogo prefectures. The government plans to maintain the age requirement of 65 or older, but to accept reservations for jabs from residents living across the nation and expects business travelers going to Tokyo and Osaka can receive shots there. The Defense Ministry will accept bookings for the shots as soon as it has completed preparations for the process. The move to relax restrictions comes amid large vacancies in bookings for vaccinations at the centers, which began operating on May 24. Initially, slots for vaccinations were fully booked, but as of 10 a.m. on June 10, the Tokyo venue had a bout 113,000 open slots for jabs between June 14 and 27, or about 80 percent of its total 140,000 slots, according to the Defense Ministry. In addition, the Osaka venue had about 49,000 vacancies for those dates, or about 70 percent of its total 70,000 slots.",https://www.asahi.com//ajw/articles/14369899
Suga sets goal of finishing COVID-19 vaccinations by November,['THE ASAHI SHIMBUN'],"June 10, 2021 at 14:36 JST"," Prime Minister Yoshihide Suga said he aims to finish inoculating all citizens who want to be vaccinated against the novel coronavirus by October or November to contain the COVID-19 pandemic. He announced the goal June 9 during his first one-on-one Diet debate with leaders of the opposition camp. It was the first to be held in two years. The debate centered on steps the government is taking to bring the COVID-19 pandemic under control and whether Japan should press ahead with the Olympic Games scheduled to start in late July. Yukio Edano, leader of the main opposition Constitutional Democratic Party of Japan, pointed out that the current COVID-19 state of emergency was repeatedly extended due to a resurgence of infections. “It was too early to lift the previous emergency declaration in March,” Edano told Suga. “A fifth wave of infections must be prevented at all costs. You should present clear and strict criteria (for lifting the state of emergency).” Suga responded that progress in the vaccination program holds the key to controlling infections, noting that nearly 20 million doses had been administered already. “I want to finish inoculating all those who need or want to be vaccinated by October or November,” he said. With regard to the Olympics, Suga vowed that the government will take all possible steps to prevent a spread of infections by capping the number of athletes and staff who attend and monitoring the movements of the foreign media using GPS devices. “I want to show that the world can overcome the coronavirus by fighting as one,” he said, renewing his resolve to stage the sports extravaganza, already delayed by one year due to the pandemic. However, Suga rejected opposition parties’ demands for a supplementary budget to fund anti-virus measures and an extension of the ordinary session of the Diet that ends June 16. In response, the CDP, the Japanese Communist Party, the Democratic Party for the People and the Social Democratic Party began preparing to submit a no-confidence motion against the Suga Cabinet.",https://www.asahi.com//ajw/articles/14369771
COVID-19 cases (June 9),['THE ASAHI SHIMBUN'],"June 10, 2021 at 11:43 JST",,https://www.asahi.com//ajw/articles/14369711
"7 COVID-19 deaths in Tokyo, infections down from week ago",['THE ASAHI SHIMBUN'],"June 9, 2021 at 18:46 JST"," Tokyo confirmed seven deaths from COVID-19 on June 9 and 440 fresh cases of novel coronavirus infection, down 47 from a week earlier. Osaka Prefecture the same day reported 153 cases of infection, bringing its cumulative number to 101,342. Prefectural authorities also confirmed 27 related deaths among men and women in their 70s to centenarians, raising the overall toll for fatalities to 2,484. The latest tally brought the capital's daily average for the week through June 9 to 401.6, or 80.3 percent of the figure for the preceding week, metropolitan government officials said. The average number of diagnostic tests performed in Tokyo over the three days through June 8 stood at 6,321.3. Of the 440 new cases, 135 patients were in their 20s, followed by 96 in their 30s. Seventy-two patients were in their 40s and 54 in their 50s. Patients aged 65 or older accounted for 29 cases. The number of serious cases in Tokyo requiring ventilators or extracorporeal membrane oxygenation, also known as an ECMO lung bypass machine, dropped by three from the previous day to 57 on June 9, the officials said.",https://www.asahi.com//ajw/articles/14369174
Tokyo police and firefighters get jabs at ex-Tsukiji fish market site,['By MOMOKO IKEGAMI/ Staff Writer'],"June 9, 2021 at 18:36 JST"," The Tokyo metropolitan government on June 8 started mass vaccinations for police officers and firefighters at the former Tsukiji fish market site in the capital’s Chuo Ward. The metropolitan government plans to open similar mass vaccination sites in five other locations, hoping to inoculate every Tokyo resident who wants to receive a shot by the end of the year. About 3,000 employees of the Metropolitan Police Department and the Tokyo Fire Department received a shot of COVID-19 vaccine on the first day. Their body temperatures were checked in a tent set up at the outdoor site and aft er physicians interviewed them about their health inside a prefabricated facility, they were guided to one of the 15 booths to get a shot administered by nurses. To secure enough health care workers to administer the vaccine, the metropolitan government enlisted nurses who have been off work due to child-rearing and other reasons, as well as dentists who have been trained to administer an intramuscular injection. The metropolitan government initially expected to administer the vaccine at the site to 52,000 MPD employees and 5,000 TFD employees, but it has expanded the eligibility to include members of fire companies, veterinarians, acupuncturists and judo therapists. Officials plan to administer the first of two shots for 5,000 people per day, and 110,000 people in total, at the Tsukiji site by June 30. Afterward, the site will be used as a base for vehicles that will transport athletes and officials during the Tokyo Olympics. For the second shot, the metropolitan government will use Yoyogi Park in Shibuya Ward. Officials hope to administer the vaccine to 5,000 people every day and up to 25,000 people per day at the five sites that will be newly established for mass vaccinations, which include one in the western Tama area, they said. In addition to the metropolitan government, multiple organizations--city and ward offices, the Self-Defense Forces and large-scale companies--are running a mass vaccination program in Tokyo. Each program has different eligibility rules for people to receive the vaccine such as occupation and age. A metropolitan government official said it is crucial “not to cause confusion” among residents and regarding who gets the vaccine first, “the order of priority has to be convincing to many people.”",https://www.asahi.com//ajw/articles/14368968
Kawaguchi city to vaccinate unregistered foreigners,['THE ASAHI SHIMBUN'],"June 9, 2021 at 17:44 JST"," KAWAGUCHI, Saitama Prefecture—Unregistered foreign nationals who live in this increasingly multicultural city will be eligible for vaccinations against COVID-19, the municipal government said June 8. An estimated 2,000 Kurdish people live in Kawaguchi, just north of Tokyo, and the neighboring city of Warabi. Many have not registered their residencies with the city government because they are seeking recognition from immigration authorities as refugees. The Kawaguchi municipal government said it plans to inoculate foreign nationals, regardless of their residency status. Kawaguchi officials plan to hold talks with support groups over how to notify Kurdish people about the city’s vaccination program and how to apply for the jabs.",https://www.asahi.com//ajw/articles/14368990
Companies rush to set up in-house vaccination programs,['THE ASAHI SHIMBUN'],"June 9, 2021 at 16:47 JST"," Companies across Japan rushed to apply to set up vaccination programs for employees at their workplaces after the government gave the green light June 8 for them to do so. But many others wavered as they considered the practicalities of what would be involved. Applications were submitted by companies and universities for approval to set up more than 500 sites at workplaces and campuses. The program is scheduled to begin June 21. Many companies are concerned about whether they can secure enough medical staff for the vaccinations and if it is OK to inoculate their employees ahead of elderly local residents. Companies and universities can apply for the workplace vaccination program after they decide the procedures and rules to provide inoculations. The government anticipates this will be done in three ways: vaccinating at clinics within companies; asking medical personnel to visit and provide vaccinations; and sending employees to medical institutions. Companies and universities will receive vaccines, syringes and equipment to store the vials at low temperatures to start giving inoculations as early as June 21. East Japan Railway Co. was one of the companies that applied for the program on June 8. “To operate our railway services in a stable manner, it is essential that we start the vaccination rollout as early as possible,” Yuji Fukasawa, the president of JR East, said at a news conference. The company said it will implement the program at two facilities in Tokyo and Sendai. It plans to finish the vaccination rollout this year for 22,000 employees, such as station staff, signal operators and maintenance workers. Softbank Corp. also applied to vaccinate about 100,000 people, including employees, their family members and mobile phone sales agents. The mobile carrier giant said that it had already secured the services of 40 or so doctors and nurses. Rakuten Group Inc., Nomura Holdings Inc., BicCamera Inc., Iris Ohyama Inc. and Sompo Japan Insurance Inc. were among other large companies that applied for the workplace vaccination program the same day. Sompo Japan said it had not yet determined the priority order for its employees. “This is a race against the clock, so we should think about it while we are running,” said Kengo Sakurada, the president of the parent company Sompo Holdings Inc. Many companies did not apply for the program, however. Toyota Motor Corp., Honda Motor Co. and Nissan Motor Co., are planning to follow suit but did not apply on June 8. “There are too many things to decide, so we failed to apply in time,” said a representative of a large corporation.",https://www.asahi.com//ajw/articles/14368937
Student to sue university for only offering online courses,['By YURI MURAKAMI/ Staff Writer'],"June 9, 2021 at 16:10 JST"," Fed up with only being offered online courses due to the novel coronavirus pandemic, a university student is planning to sue the institution for the return of school fees. The student, who is 19, accused Meisei University of not fulfilling its obligation to offer face-to-face learning opportunities for more than a year. He entered the university in Hino, western Tokyo, in April 2020 to study business administration to equip him with the skills to run his own company in the future. His first disappointment came when the university canceled its entrance ceremony to welcome new students. The next blow came when the department of business administration decided to offer only online courses for all of fiscal 2020. In most cases, students were asked to watch a lecture video that had been recorded beforehand and submit a report. “I saw professors only through a computer screen,” he said. “There was no opportunity to make friends to talk to and ask questions from the classes. I felt lonely.” He contends the university did not adequately explain its decision to continue online courses, and said that created a sense of distrust. Frustrated by the situation, he decided to sue the university. His 70-year-old father encouraged him to pursue the matter if the university continued to handle the matter in an irrational way, he said. In prepared legal documents, the student pointed out that the education ministry in July and September 2020 asked universities to explain being unable to offer face-to-face instruction and urged them to set up opportunities for students and professors to mingle. But Meisei University acted “against the ministry’s request” and failed to fulfill its contractual obligation to let students use its facilities, he argued. He is expected to demand 1.4 million yen ($12,800) in compensation, which includes part of the tuition. “Many students are concerned and questioning the university's decision to continue online courses without giving the issue careful consideration,” he said. “Somebody needs to say something about it.” A university representative said that all departments had offered only courses online since spring last year. Starting from last fall, some courses returned to a face-to-face format, but the business administration department stuck to online courses throughout the last fiscal year. The guidelines were posted on the portal website for students and the university’s website, the representative said. Freshman in the business administration department had two opportunities, September 2020 and March this year, to mingle with each other, as well as senior students and professors, the representative said. The representative declined to comment on the student’s plan to file a lawsuit. A survey by the education ministry found that as of last October, 187 schools including universities and polytechnics said face-to-face courses constituted less than half of the all those offered. Eighteen of those schools said that “Almost all of the students understood and accepted the formats of courses.”",https://www.asahi.com//ajw/articles/14368916
